"year","state","county_name","party","candidatevotes"
2024,"Illinois","County 1663","REPUBLICAN",5179
2024,"Illinois","County 1663","DEMOCRAT",940
2024,"Indiana","County 1664","REPUBLICAN",2317
2024,"Indiana","County 1664","DEMOCRAT",4032
2024,"Iowa","County 1665","REPUBLICAN",2539
2024,"Iowa","County 1665","DEMOCRAT",710
2024,"Kansas","County 1666","REPUBLICAN",6618
2024,"Kansas","County 1666","DEMOCRAT",7264
2024,"Kentucky","County 1667","REPUBLICAN",10074
2024,"Kentucky","County 1667","DEMOCRAT",10682
2024,"Louisiana","County 1668","REPUBLICAN",11810
2024,"Louisiana","County 1668","DEMOCRAT",5396
2024,"Maine","County 1669","REPUBLICAN",2663
2024,"Maine","County 1669","DEMOCRAT",1745
2024,"Maryland","County 1670","REPUBLICAN",4966
2024,"Maryland","County 1670","DEMOCRAT",6296
2024,"Massachusetts","County 1671","REPUBLICAN",3914
2024,"Massachusetts","County 1671","DEMOCRAT",1589
2024,"Michigan","County 1672","REPUBLICAN",1513
2024,"Michigan","County 1672","DEMOCRAT",1184
2024,"Minnesota","County 1673","REPUBLICAN",895
2024,"Minnesota","County 1673","DEMOCRAT",1735
2024,"Mississippi","County 1674","REPUBLICAN",3832
2024,"Mississippi","County 1674","DEMOCRAT",5471
2024,"Missouri","County 1675","REPUBLICAN",12182
2024,"Missouri","County 1675","DEMOCRAT",5668
2024,"Montana","County 1676","REPUBLICAN",3321
2024,"Montana","County 1676","DEMOCRAT",557
2024,"Nebraska","County 1677","REPUBLICAN",4410
2024,"Nebraska","County 1677","DEMOCRAT",1233
2024,"Nevada","County 1678","REPUBLICAN",4566
2024,"Nevada","County 1678","DEMOCRAT",5621
2024,"New Hampshire","County 1679","REPUBLICAN",8963
2024,"New Hampshire","County 1679","DEMOCRAT",4063
2024,"New Jersey","County 1680","REPUBLICAN",4181
2024,"New Jersey","County 1680","DEMOCRAT",2216
2024,"New Mexico","County 1681","REPUBLICAN",12547
2024,"New Mexico","County 1681","DEMOCRAT",12111
2024,"New York","County 1682","REPUBLICAN",1977
2024,"New York","County 1682","DEMOCRAT",696
2024,"North Carolina","County 1683","REPUBLICAN",5195
2024,"North Carolina","County 1683","DEMOCRAT",5955
2024,"North Dakota","County 1684","REPUBLICAN",4809
2024,"North Dakota","County 1684","DEMOCRAT",3507
2024,"Ohio","County 1685","REPUBLICAN",1214
2024,"Ohio","County 1685","DEMOCRAT",865
2024,"Oklahoma","County 1686","REPUBLICAN",16088
2024,"Oklahoma","County 1686","DEMOCRAT",4739
2024,"Oregon","County 1687","REPUBLICAN",9173
2024,"Oregon","County 1687","DEMOCRAT",7192
2024,"Pennsylvania","County 1688","REPUBLICAN",1154
2024,"Pennsylvania","County 1688","DEMOCRAT",832
2024,"Rhode Island","County 1689","REPUBLICAN",4211
2024,"Rhode Island","County 1689","DEMOCRAT",4470
2024,"South Carolina","County 1690","REPUBLICAN",2998
2024,"South Carolina","County 1690","DEMOCRAT",5065
2024,"South Dakota","County 1691","REPUBLICAN",1791
2024,"South Dakota","County 1691","DEMOCRAT",762
2024,"Tennessee","County 1692","REPUBLICAN",9025
2024,"Tennessee","County 1692","DEMOCRAT",2091
2024,"Texas","County 1693","REPUBLICAN",8658
2024,"Texas","County 1693","DEMOCRAT",6584
2024,"Utah","County 1694","REPUBLICAN",6653
2024,"Utah","County 1694","DEMOCRAT",4806
2024,"Vermont","County 1695","REPUBLICAN",1236
2024,"Vermont","County 1695","DEMOCRAT",455
2024,"Virginia","County 1696","REPUBLICAN",3833
2024,"Virginia","County 1696","DEMOCRAT",974
2024,"Washington","County 1697","REPUBLICAN",10107
2024,"Washington","County 1697","DEMOCRAT",4608
2024,"West Virginia","County 1698","REPUBLICAN",5982
2024,"West Virginia","County 1698","DEMOCRAT",2642
2024,"Wisconsin","County 1699","REPUBLICAN",884
2024,"Wisconsin","County 1699","DEMOCRAT",675
2024,"Wyoming","County 1700","REPUBLICAN",433
2024,"Wyoming","County 1700","DEMOCRAT",461
2024,"Alabama","County 1701","REPUBLICAN",28235
2024,"Alabama","County 1701","DEMOCRAT",11926
2024,"Alaska","County 1702","REPUBLICAN",1498
2024,"Alaska","County 1702","DEMOCRAT",734
2024,"Arizona","County 1703","REPUBLICAN",5479
2024,"Arizona","County 1703","DEMOCRAT",7044
2024,"Arkansas","County 1704","REPUBLICAN",18776
2024,"Arkansas","County 1704","DEMOCRAT",12198
2024,"California","County 1705","REPUBLICAN",5656
2024,"California","County 1705","DEMOCRAT",2622
2024,"Colorado","County 1706","REPUBLICAN",4657
2024,"Colorado","County 1706","DEMOCRAT",1851
2024,"Connecticut","County 1707","REPUBLICAN",21937
2024,"Connecticut","County 1707","DEMOCRAT",4091
2024,"Delaware","County 1708","REPUBLICAN",2723
2024,"Delaware","County 1708","DEMOCRAT",2098
2024,"Florida","County 1709","REPUBLICAN",7134
2024,"Florida","County 1709","DEMOCRAT",1697
2024,"Georgia","County 1710","REPUBLICAN",1714
2024,"Georgia","County 1710","DEMOCRAT",589
2024,"Hawaii","County 1711","REPUBLICAN",557
2024,"Hawaii","County 1711","DEMOCRAT",520
2024,"Idaho","County 1712","REPUBLICAN",34648
2024,"Idaho","County 1712","DEMOCRAT",51065
2024,"Illinois","County 1713","REPUBLICAN",7287
2024,"Illinois","County 1713","DEMOCRAT",2772
2024,"Indiana","County 1714","REPUBLICAN",1093
2024,"Indiana","County 1714","DEMOCRAT",292
2024,"Iowa","County 1715","REPUBLICAN",3750
2024,"Iowa","County 1715","DEMOCRAT",2392
2024,"Kansas","County 1716","REPUBLICAN",4396
2024,"Kansas","County 1716","DEMOCRAT",2500
2024,"Kentucky","County 1717","REPUBLICAN",1645
2024,"Kentucky","County 1717","DEMOCRAT",3020
2024,"Louisiana","County 1718","REPUBLICAN",3561
2024,"Louisiana","County 1718","DEMOCRAT",898
2024,"Maine","County 1719","REPUBLICAN",2511
2024,"Maine","County 1719","DEMOCRAT",2378
2024,"Maryland","County 1720","REPUBLICAN",9686
2024,"Maryland","County 1720","DEMOCRAT",4878
2024,"Massachusetts","County 1721","REPUBLICAN",2472
2024,"Massachusetts","County 1721","DEMOCRAT",633
2024,"Michigan","County 1722","REPUBLICAN",11359
2024,"Michigan","County 1722","DEMOCRAT",18090
2024,"Minnesota","County 1723","REPUBLICAN",6666
2024,"Minnesota","County 1723","DEMOCRAT",2631
2024,"Mississippi","County 1724","REPUBLICAN",1291
2024,"Mississippi","County 1724","DEMOCRAT",2057
2024,"Missouri","County 1725","REPUBLICAN",74431
2024,"Missouri","County 1725","DEMOCRAT",15107
2024,"Montana","County 1726","REPUBLICAN",2138
2024,"Montana","County 1726","DEMOCRAT",980
2024,"Nebraska","County 1727","REPUBLICAN",4662
2024,"Nebraska","County 1727","DEMOCRAT",2145
2024,"Nevada","County 1728","REPUBLICAN",14550
2024,"Nevada","County 1728","DEMOCRAT",8419
2024,"New Hampshire","County 1729","REPUBLICAN",39055
2024,"New Hampshire","County 1729","DEMOCRAT",34843
2024,"New Jersey","County 1730","REPUBLICAN",3517
2024,"New Jersey","County 1730","DEMOCRAT",2592
2024,"New Mexico","County 1731","REPUBLICAN",9726
2024,"New Mexico","County 1731","DEMOCRAT",12916
2024,"New York","County 1732","REPUBLICAN",11170
2024,"New York","County 1732","DEMOCRAT",5887
2024,"North Carolina","County 1733","REPUBLICAN",2014
2024,"North Carolina","County 1733","DEMOCRAT",946
2024,"North Dakota","County 1734","REPUBLICAN",15999
2024,"North Dakota","County 1734","DEMOCRAT",6414
2024,"Ohio","County 1735","REPUBLICAN",9337
2024,"Ohio","County 1735","DEMOCRAT",3883
2024,"Oklahoma","County 1736","REPUBLICAN",805
2024,"Oklahoma","County 1736","DEMOCRAT",250
2024,"Oregon","County 1737","REPUBLICAN",142082
2024,"Oregon","County 1737","DEMOCRAT",75606
2024,"Pennsylvania","County 1738","REPUBLICAN",1314
2024,"Pennsylvania","County 1738","DEMOCRAT",856
2024,"Rhode Island","County 1739","REPUBLICAN",3505
2024,"Rhode Island","County 1739","DEMOCRAT",1752
2024,"South Carolina","County 1740","REPUBLICAN",7029
2024,"South Carolina","County 1740","DEMOCRAT",3320
2024,"South Dakota","County 1741","REPUBLICAN",3643
2024,"South Dakota","County 1741","DEMOCRAT",2502
2024,"Tennessee","County 1742","REPUBLICAN",4873
2024,"Tennessee","County 1742","DEMOCRAT",6040
2024,"Texas","County 1743","REPUBLICAN",4835
2024,"Texas","County 1743","DEMOCRAT",1206
2024,"Utah","County 1744","REPUBLICAN",6281
2024,"Utah","County 1744","DEMOCRAT",616
2024,"Vermont","County 1745","REPUBLICAN",9088
2024,"Vermont","County 1745","DEMOCRAT",2335
2024,"Virginia","County 1746","REPUBLICAN",2025
2024,"Virginia","County 1746","DEMOCRAT",1984
2024,"Washington","County 1747","REPUBLICAN",1609
2024,"Washington","County 1747","DEMOCRAT",5324
2024,"West Virginia","County 1748","REPUBLICAN",10694
2024,"West Virginia","County 1748","DEMOCRAT",7251
2024,"Wisconsin","County 1749","REPUBLICAN",2076
2024,"Wisconsin","County 1749","DEMOCRAT",1522
2024,"Wyoming","County 1750","REPUBLICAN",3744
2024,"Wyoming","County 1750","DEMOCRAT",1492
2024,"Alabama","County 1751","REPUBLICAN",1332
2024,"Alabama","County 1751","DEMOCRAT",952
2024,"Alaska","County 1752","REPUBLICAN",10657
2024,"Alaska","County 1752","DEMOCRAT",2849
2024,"Arizona","County 1753","REPUBLICAN",2032
2024,"Arizona","County 1753","DEMOCRAT",1455
2024,"Arkansas","County 1754","REPUBLICAN",30364
2024,"Arkansas","County 1754","DEMOCRAT",17841
2024,"California","County 1755","REPUBLICAN",12579
2024,"California","County 1755","DEMOCRAT",6794
2024,"Colorado","County 1756","REPUBLICAN",7788
2024,"Colorado","County 1756","DEMOCRAT",1734
2024,"Connecticut","County 1757","REPUBLICAN",10956
2024,"Connecticut","County 1757","DEMOCRAT",13198
2024,"Delaware","County 1758","REPUBLICAN",37518
2024,"Delaware","County 1758","DEMOCRAT",37478
2024,"Florida","County 1759","REPUBLICAN",631
2024,"Florida","County 1759","DEMOCRAT",1890
2024,"Georgia","County 1760","REPUBLICAN",4208
2024,"Georgia","County 1760","DEMOCRAT",8002
2024,"Hawaii","County 1761","REPUBLICAN",22531
2024,"Hawaii","County 1761","DEMOCRAT",7920
2024,"Idaho","County 1762","REPUBLICAN",49673
2024,"Idaho","County 1762","DEMOCRAT",17054
2024,"Illinois","County 1763","REPUBLICAN",2803
2024,"Illinois","County 1763","DEMOCRAT",6186
2024,"Indiana","County 1764","REPUBLICAN",2676
2024,"Indiana","County 1764","DEMOCRAT",6430
2024,"Iowa","County 1765","REPUBLICAN",1554
2024,"Iowa","County 1765","DEMOCRAT",610
2024,"Kansas","County 1766","REPUBLICAN",3972
2024,"Kansas","County 1766","DEMOCRAT",1109
2024,"Kentucky","County 1767","REPUBLICAN",3382
2024,"Kentucky","County 1767","DEMOCRAT",1919
2024,"Louisiana","County 1768","REPUBLICAN",9758
2024,"Louisiana","County 1768","DEMOCRAT",12596
2024,"Maine","County 1769","REPUBLICAN",849
2024,"Maine","County 1769","DEMOCRAT",472
2024,"Maryland","County 1770","REPUBLICAN",831
2024,"Maryland","County 1770","DEMOCRAT",351
2024,"Massachusetts","County 1771","REPUBLICAN",3814
2024,"Massachusetts","County 1771","DEMOCRAT",1205
2024,"Michigan","County 1772","REPUBLICAN",2130
2024,"Michigan","County 1772","DEMOCRAT",8317
2024,"Minnesota","County 1773","REPUBLICAN",17546
2024,"Minnesota","County 1773","DEMOCRAT",10083
2024,"Mississippi","County 1774","REPUBLICAN",3990
2024,"Mississippi","County 1774","DEMOCRAT",2262
2024,"Missouri","County 1775","REPUBLICAN",2344
2024,"Missouri","County 1775","DEMOCRAT",2691
2024,"Montana","County 1776","REPUBLICAN",8335
2024,"Montana","County 1776","DEMOCRAT",5845
2024,"Nebraska","County 1777","REPUBLICAN",8916
2024,"Nebraska","County 1777","DEMOCRAT",3032
2024,"Nevada","County 1778","REPUBLICAN",89185
2024,"Nevada","County 1778","DEMOCRAT",15849
2024,"New Hampshire","County 1779","REPUBLICAN",2010
2024,"New Hampshire","County 1779","DEMOCRAT",1830
2024,"New Jersey","County 1780","REPUBLICAN",1440
2024,"New Jersey","County 1780","DEMOCRAT",390
2024,"New Mexico","County 1781","REPUBLICAN",9955
2024,"New Mexico","County 1781","DEMOCRAT",5433
2024,"New York","County 1782","REPUBLICAN",16543
2024,"New York","County 1782","DEMOCRAT",13875
2024,"North Carolina","County 1783","REPUBLICAN",32088
2024,"North Carolina","County 1783","DEMOCRAT",26221
2024,"North Dakota","County 1784","REPUBLICAN",5979
2024,"North Dakota","County 1784","DEMOCRAT",2182
2024,"Ohio","County 1785","REPUBLICAN",909
2024,"Ohio","County 1785","DEMOCRAT",1168
2024,"Oklahoma","County 1786","REPUBLICAN",4058
2024,"Oklahoma","County 1786","DEMOCRAT",1450
2024,"Oregon","County 1787","REPUBLICAN",1553
2024,"Oregon","County 1787","DEMOCRAT",656
2024,"Pennsylvania","County 1788","REPUBLICAN",15053
2024,"Pennsylvania","County 1788","DEMOCRAT",6738
2024,"Rhode Island","County 1789","REPUBLICAN",2537
2024,"Rhode Island","County 1789","DEMOCRAT",1613
2024,"South Carolina","County 1790","REPUBLICAN",7083
2024,"South Carolina","County 1790","DEMOCRAT",2984
2024,"South Dakota","County 1791","REPUBLICAN",5661
2024,"South Dakota","County 1791","DEMOCRAT",4033
2024,"Tennessee","County 1792","REPUBLICAN",12647
2024,"Tennessee","County 1792","DEMOCRAT",6757
2024,"Texas","County 1793","REPUBLICAN",3420
2024,"Texas","County 1793","DEMOCRAT",2954
2024,"Utah","County 1794","REPUBLICAN",3904
2024,"Utah","County 1794","DEMOCRAT",1603
2024,"Vermont","County 1795","REPUBLICAN",7224
2024,"Vermont","County 1795","DEMOCRAT",3181
2024,"Virginia","County 1796","REPUBLICAN",2355
2024,"Virginia","County 1796","DEMOCRAT",2997
2024,"Washington","County 1797","REPUBLICAN",1471
2024,"Washington","County 1797","DEMOCRAT",1214
2024,"West Virginia","County 1798","REPUBLICAN",6272
2024,"West Virginia","County 1798","DEMOCRAT",6285
2024,"Wisconsin","County 1799","REPUBLICAN",953
2024,"Wisconsin","County 1799","DEMOCRAT",855
2024,"Wyoming","County 1800","REPUBLICAN",52109
2024,"Wyoming","County 1800","DEMOCRAT",30496
2024,"Alabama","County 1801","REPUBLICAN",4885
2024,"Alabama","County 1801","DEMOCRAT",1009
2024,"Alaska","County 1802","REPUBLICAN",2667
2024,"Alaska","County 1802","DEMOCRAT",2083
2024,"Arizona","County 1803","REPUBLICAN",2209
2024,"Arizona","County 1803","DEMOCRAT",1308
2024,"Arkansas","County 1804","REPUBLICAN",37631
2024,"Arkansas","County 1804","DEMOCRAT",13866
2024,"California","County 1805","REPUBLICAN",10637
2024,"California","County 1805","DEMOCRAT",7905
2024,"Colorado","County 1806","REPUBLICAN",1619
2024,"Colorado","County 1806","DEMOCRAT",1366
2024,"Connecticut","County 1807","REPUBLICAN",2650
2024,"Connecticut","County 1807","DEMOCRAT",2064
2024,"Delaware","County 1808","REPUBLICAN",4587
2024,"Delaware","County 1808","DEMOCRAT",3323
2024,"Florida","County 1809","REPUBLICAN",20839
2024,"Florida","County 1809","DEMOCRAT",9951
2024,"Georgia","County 1810","REPUBLICAN",2240
2024,"Georgia","County 1810","DEMOCRAT",986
2024,"Hawaii","County 1811","REPUBLICAN",723
2024,"Hawaii","County 1811","DEMOCRAT",1133
2024,"Idaho","County 1812","REPUBLICAN",18434
2024,"Idaho","County 1812","DEMOCRAT",7557
2024,"Illinois","County 1813","REPUBLICAN",1235
2024,"Illinois","County 1813","DEMOCRAT",198
2024,"Indiana","County 1814","REPUBLICAN",5594
2024,"Indiana","County 1814","DEMOCRAT",2003
2024,"Iowa","County 1815","REPUBLICAN",6119
2024,"Iowa","County 1815","DEMOCRAT",4156
2024,"Kansas","County 1816","REPUBLICAN",1777
2024,"Kansas","County 1816","DEMOCRAT",2131
2024,"Kentucky","County 1817","REPUBLICAN",464
2024,"Kentucky","County 1817","DEMOCRAT",305
2024,"Louisiana","County 1818","REPUBLICAN",28199
2024,"Louisiana","County 1818","DEMOCRAT",14439
2024,"Maine","County 1819","REPUBLICAN",4334
2024,"Maine","County 1819","DEMOCRAT",1531
2024,"Maryland","County 1820","REPUBLICAN",7989
2024,"Maryland","County 1820","DEMOCRAT",2416
2024,"Massachusetts","County 1821","REPUBLICAN",1871
2024,"Massachusetts","County 1821","DEMOCRAT",361
2024,"Michigan","County 1822","REPUBLICAN",13631
2024,"Michigan","County 1822","DEMOCRAT",5762
2024,"Minnesota","County 1823","REPUBLICAN",23709
2024,"Minnesota","County 1823","DEMOCRAT",3993
2024,"Mississippi","County 1824","REPUBLICAN",1035
2024,"Mississippi","County 1824","DEMOCRAT",1720
2024,"Missouri","County 1825","REPUBLICAN",4382
2024,"Missouri","County 1825","DEMOCRAT",2983
2024,"Montana","County 1826","REPUBLICAN",646
2024,"Montana","County 1826","DEMOCRAT",309
2024,"Nebraska","County 1827","REPUBLICAN",789
2024,"Nebraska","County 1827","DEMOCRAT",1396
2024,"Nevada","County 1828","REPUBLICAN",2094
2024,"Nevada","County 1828","DEMOCRAT",437
2024,"New Hampshire","County 1829","REPUBLICAN",14754
2024,"New Hampshire","County 1829","DEMOCRAT",13055
2024,"New Jersey","County 1830","REPUBLICAN",3164
2024,"New Jersey","County 1830","DEMOCRAT",3307
2024,"New Mexico","County 1831","REPUBLICAN",35572
2024,"New Mexico","County 1831","DEMOCRAT",21251
2024,"New York","County 1832","REPUBLICAN",3935
2024,"New York","County 1832","DEMOCRAT",3404
2024,"North Carolina","County 1833","REPUBLICAN",28195
2024,"North Carolina","County 1833","DEMOCRAT",3607
2024,"North Dakota","County 1834","REPUBLICAN",5210
2024,"North Dakota","County 1834","DEMOCRAT",3104
2024,"Ohio","County 1835","REPUBLICAN",11341
2024,"Ohio","County 1835","DEMOCRAT",7899
2024,"Oklahoma","County 1836","REPUBLICAN",12945
2024,"Oklahoma","County 1836","DEMOCRAT",3843
2024,"Oregon","County 1837","REPUBLICAN",63939
2024,"Oregon","County 1837","DEMOCRAT",28152
2024,"Pennsylvania","County 1838","REPUBLICAN",927
2024,"Pennsylvania","County 1838","DEMOCRAT",419
2024,"Rhode Island","County 1839","REPUBLICAN",11240
2024,"Rhode Island","County 1839","DEMOCRAT",2921
2024,"South Carolina","County 1840","REPUBLICAN",616
2024,"South Carolina","County 1840","DEMOCRAT",394
2024,"South Dakota","County 1841","REPUBLICAN",367
2024,"South Dakota","County 1841","DEMOCRAT",366
2024,"Tennessee","County 1842","REPUBLICAN",456
2024,"Tennessee","County 1842","DEMOCRAT",222
2024,"Texas","County 1843","REPUBLICAN",712
2024,"Texas","County 1843","DEMOCRAT",507
2024,"Utah","County 1844","REPUBLICAN",460
2024,"Utah","County 1844","DEMOCRAT",417
2024,"Vermont","County 1845","REPUBLICAN",3820
2024,"Vermont","County 1845","DEMOCRAT",4375
2024,"Virginia","County 1846","REPUBLICAN",9588
2024,"Virginia","County 1846","DEMOCRAT",20332
2024,"Washington","County 1847","REPUBLICAN",9936
2024,"Washington","County 1847","DEMOCRAT",25203
2024,"West Virginia","County 1848","REPUBLICAN",17994
2024,"West Virginia","County 1848","DEMOCRAT",13582
2024,"Wisconsin","County 1849","REPUBLICAN",3878
2024,"Wisconsin","County 1849","DEMOCRAT",1122
2024,"Wyoming","County 1850","REPUBLICAN",5337
2024,"Wyoming","County 1850","DEMOCRAT",4797
2024,"Alabama","County 1851","REPUBLICAN",8723
2024,"Alabama","County 1851","DEMOCRAT",1657
2024,"Alaska","County 1852","REPUBLICAN",6417
2024,"Alaska","County 1852","DEMOCRAT",2692
2024,"Arizona","County 1853","REPUBLICAN",878
2024,"Arizona","County 1853","DEMOCRAT",562
2024,"Arkansas","County 1854","REPUBLICAN",12811
2024,"Arkansas","County 1854","DEMOCRAT",3679
2024,"California","County 1855","REPUBLICAN",9117
2024,"California","County 1855","DEMOCRAT",3816
2024,"Colorado","County 1856","REPUBLICAN",3978
2024,"Colorado","County 1856","DEMOCRAT",947
2024,"Connecticut","County 1857","REPUBLICAN",12262
2024,"Connecticut","County 1857","DEMOCRAT",11315
2024,"Delaware","County 1858","REPUBLICAN",7177
2024,"Delaware","County 1858","DEMOCRAT",13104
2024,"Florida","County 1859","REPUBLICAN",13530
2024,"Florida","County 1859","DEMOCRAT",20431
2024,"Georgia","County 1860","REPUBLICAN",5790
2024,"Georgia","County 1860","DEMOCRAT",4819
2024,"Hawaii","County 1861","REPUBLICAN",17683
2024,"Hawaii","County 1861","DEMOCRAT",4077
2024,"Idaho","County 1862","REPUBLICAN",5172
2024,"Idaho","County 1862","DEMOCRAT",1150
2024,"Illinois","County 1863","REPUBLICAN",10114
2024,"Illinois","County 1863","DEMOCRAT",3881
2024,"Indiana","County 1864","REPUBLICAN",2195
2024,"Indiana","County 1864","DEMOCRAT",1046
2024,"Iowa","County 1865","REPUBLICAN",1077
2024,"Iowa","County 1865","DEMOCRAT",207
2024,"Kansas","County 1866","REPUBLICAN",42515
2024,"Kansas","County 1866","DEMOCRAT",10793
2024,"Kentucky","County 1867","REPUBLICAN",1460
2024,"Kentucky","County 1867","DEMOCRAT",724
2024,"Louisiana","County 1868","REPUBLICAN",5551
2024,"Louisiana","County 1868","DEMOCRAT",1908
2024,"Maine","County 1869","REPUBLICAN",5471
2024,"Maine","County 1869","DEMOCRAT",3439
2024,"Maryland","County 1870","REPUBLICAN",1428
2024,"Maryland","County 1870","DEMOCRAT",699
2024,"Massachusetts","County 1871","REPUBLICAN",16500
2024,"Massachusetts","County 1871","DEMOCRAT",8960
2024,"Michigan","County 1872","REPUBLICAN",6661
2024,"Michigan","County 1872","DEMOCRAT",4527
2024,"Minnesota","County 1873","REPUBLICAN",7637
2024,"Minnesota","County 1873","DEMOCRAT",6068
2024,"Mississippi","County 1874","REPUBLICAN",1395
2024,"Mississippi","County 1874","DEMOCRAT",1245
2024,"Missouri","County 1875","REPUBLICAN",9008
2024,"Missouri","County 1875","DEMOCRAT",8600
2024,"Montana","County 1876","REPUBLICAN",7348
2024,"Montana","County 1876","DEMOCRAT",1511
2024,"Nebraska","County 1877","REPUBLICAN",2962
2024,"Nebraska","County 1877","DEMOCRAT",7609
2024,"Nevada","County 1878","REPUBLICAN",4730
2024,"Nevada","County 1878","DEMOCRAT",9681
2024,"New Hampshire","County 1879","REPUBLICAN",47940
2024,"New Hampshire","County 1879","DEMOCRAT",58818
2024,"New Jersey","County 1880","REPUBLICAN",2950
2024,"New Jersey","County 1880","DEMOCRAT",1106
2024,"New Mexico","County 1881","REPUBLICAN",1084
2024,"New Mexico","County 1881","DEMOCRAT",853
2024,"New York","County 1882","REPUBLICAN",11168
2024,"New York","County 1882","DEMOCRAT",5188
2024,"North Carolina","County 1883","REPUBLICAN",3904
2024,"North Carolina","County 1883","DEMOCRAT",952
2024,"North Dakota","County 1884","REPUBLICAN",45709
2024,"North Dakota","County 1884","DEMOCRAT",27712
2024,"Ohio","County 1885","REPUBLICAN",3862
2024,"Ohio","County 1885","DEMOCRAT",1978
2024,"Oklahoma","County 1886","REPUBLICAN",9513
2024,"Oklahoma","County 1886","DEMOCRAT",9197
2024,"Oregon","County 1887","REPUBLICAN",2207
2024,"Oregon","County 1887","DEMOCRAT",3517
2024,"Pennsylvania","County 1888","REPUBLICAN",768
2024,"Pennsylvania","County 1888","DEMOCRAT",393
2024,"Rhode Island","County 1889","REPUBLICAN",5087
2024,"Rhode Island","County 1889","DEMOCRAT",2783
2024,"South Carolina","County 1890","REPUBLICAN",5462
2024,"South Carolina","County 1890","DEMOCRAT",4274
2024,"South Dakota","County 1891","REPUBLICAN",23620
2024,"South Dakota","County 1891","DEMOCRAT",23015
2024,"Tennessee","County 1892","REPUBLICAN",435
2024,"Tennessee","County 1892","DEMOCRAT",196
2024,"Texas","County 1893","REPUBLICAN",3141
2024,"Texas","County 1893","DEMOCRAT",2411
2024,"Utah","County 1894","REPUBLICAN",1777
2024,"Utah","County 1894","DEMOCRAT",802
2024,"Vermont","County 1895","REPUBLICAN",2542
2024,"Vermont","County 1895","DEMOCRAT",1257
2024,"Virginia","County 1896","REPUBLICAN",1661
2024,"Virginia","County 1896","DEMOCRAT",344
2024,"Washington","County 1897","REPUBLICAN",7168
2024,"Washington","County 1897","DEMOCRAT",8871
2024,"West Virginia","County 1898","REPUBLICAN",933
2024,"West Virginia","County 1898","DEMOCRAT",575
2024,"Wisconsin","County 1899","REPUBLICAN",3152
2024,"Wisconsin","County 1899","DEMOCRAT",3646
2024,"Wyoming","County 1900","REPUBLICAN",11752
2024,"Wyoming","County 1900","DEMOCRAT",3949
2024,"Alabama","County 1901","REPUBLICAN",8651
2024,"Alabama","County 1901","DEMOCRAT",9668
2024,"Alaska","County 1902","REPUBLICAN",8844
2024,"Alaska","County 1902","DEMOCRAT",18314
2024,"Arizona","County 1903","REPUBLICAN",1248
2024,"Arizona","County 1903","DEMOCRAT",899
2024,"Arkansas","County 1904","REPUBLICAN",22006
2024,"Arkansas","County 1904","DEMOCRAT",12756
2024,"California","County 1905","REPUBLICAN",2229
2024,"California","County 1905","DEMOCRAT",2374
2024,"Colorado","County 1906","REPUBLICAN",8569
2024,"Colorado","County 1906","DEMOCRAT",1927
2024,"Connecticut","County 1907","REPUBLICAN",13253
2024,"Connecticut","County 1907","DEMOCRAT",4050
2024,"Delaware","County 1908","REPUBLICAN",1442
2024,"Delaware","County 1908","DEMOCRAT",1859
2024,"Florida","County 1909","REPUBLICAN",66545
2024,"Florida","County 1909","DEMOCRAT",15824
2024,"Georgia","County 1910","REPUBLICAN",4529
2024,"Georgia","County 1910","DEMOCRAT",6143
2024,"Hawaii","County 1911","REPUBLICAN",50761
2024,"Hawaii","County 1911","DEMOCRAT",44504
2024,"Idaho","County 1912","REPUBLICAN",4083
2024,"Idaho","County 1912","DEMOCRAT",1929
2024,"Illinois","County 1913","REPUBLICAN",1653
2024,"Illinois","County 1913","DEMOCRAT",1946
2024,"Indiana","County 1914","REPUBLICAN",13184
2024,"Indiana","County 1914","DEMOCRAT",4499
2024,"Iowa","County 1915","REPUBLICAN",7153
2024,"Iowa","County 1915","DEMOCRAT",8466
2024,"Kansas","County 1916","REPUBLICAN",26891
2024,"Kansas","County 1916","DEMOCRAT",10509
2024,"Kentucky","County 1917","REPUBLICAN",9042
2024,"Kentucky","County 1917","DEMOCRAT",5330
2024,"Louisiana","County 1918","REPUBLICAN",3791
2024,"Louisiana","County 1918","DEMOCRAT",6875
2024,"Maine","County 1919","REPUBLICAN",976
2024,"Maine","County 1919","DEMOCRAT",766
2024,"Maryland","County 1920","REPUBLICAN",2578
2024,"Maryland","County 1920","DEMOCRAT",2429
2024,"Massachusetts","County 1921","REPUBLICAN",1383
2024,"Massachusetts","County 1921","DEMOCRAT",373
2024,"Michigan","County 1922","REPUBLICAN",14862
2024,"Michigan","County 1922","DEMOCRAT",11197
2024,"Minnesota","County 1923","REPUBLICAN",840
2024,"Minnesota","County 1923","DEMOCRAT",1100
2024,"Mississippi","County 1924","REPUBLICAN",2031
2024,"Mississippi","County 1924","DEMOCRAT",1126
2024,"Missouri","County 1925","REPUBLICAN",5723
2024,"Missouri","County 1925","DEMOCRAT",2426
2024,"Montana","County 1926","REPUBLICAN",765
2024,"Montana","County 1926","DEMOCRAT",230
2024,"Nebraska","County 1927","REPUBLICAN",104611
2024,"Nebraska","County 1927","DEMOCRAT",84209
2024,"Nevada","County 1928","REPUBLICAN",10389
2024,"Nevada","County 1928","DEMOCRAT",2063
2024,"New Hampshire","County 1929","REPUBLICAN",2790
